Molecule ChEMBL ID,Smiles,pChEMBL Value,Assay ChEMBL ID
CHEMBL1668275,Cc1nc(N)c2cccc(C(=O)Nc3cnc4[nH]ccc4c3)c2n1,9.0,CHEMBL1670738
CHEMBL1950035,CCNC(=O)c1ccc2c(c1)-c1sc(C(=O)N(C)c3ccccc3Cl)cc1CCO2,9.0,CHEMBL1954960
CHEMBL3770332,COC(=O)Nc1ccc2c(c1)OCCc1cc(-c3nncn3-c3ccccc3Cl)sc1-2,9.0,CHEMBL3774221
CHEMBL3649428,O=S(=O)(Nc1cc(-c2cnc3ccc(-c4cccnc4)cn23)cnc1Cl)c1ccc(F)cc1,9.0,CHEMBL3705286
CHEMBL3646485,COc1ncc(Nc2ncc(C(C)c3ccc(S(C)(=O)=O)cc3)cc2-c2nc(C)nc(N)n2)cc1F,9.0,CHEMBL3706341
CHEMBL3646596,COc1ncc(Nc2ncc([C@@H](C)N3CCN(S(C)(=O)=O)C[C@@H]3C)cc2-c2cc(N)nc(C)n2)cc1F,9.0,CHEMBL3706341
CHEMBL1949919,CS(=O)(=O)c1cccc(-c2cc3c(N4CCOCC4)nc(-c4cnc(N)nc4)nc3s2)c1,9.0,CHEMBL1954960
CHEMBL2170088,COc1ncc(Nc2ncc([C@@H](C)N3CCN(S(C)(=O)=O)C[C@@H]3C)cc2-c2nc(C)nc(N)n2)cc1F,9.0,CHEMBL3706341
CHEMBL3649436,CN(C)S(=O)(=O)Nc1cc(-c2cnc3ccc(-c4ccnc(C(F)(F)F)c4)cn23)cnc1Cl,9.0,CHEMBL3705286
CHEMBL1949910,CS(=O)(=O)N1CCN(Cc2cc3c(N4CCOCC4)nc(-c4cnc(N)nc4)nc3s2)CC1,9.0,CHEMBL1954960
CHEMBL2178606,COC(C)(C)c1cc2nc(-c3cnc(N)nc3)nc(N3CCOCC3)c2s1,9.0,CHEMBL3816166
CHEMBL5749967,NC(=O)[C@@H](Nc1cc2c3c(c1)nc(-c1ccc4nc(N)oc4c1)n3CCCO2)C1CC1,9.01,CHEMBL5731104
CHEMBL5784302,CC(C)(O)Cn1cc(-c2ccc3c(c2)OCCc2sc(N4C(=O)OCC4(C)C)nc2-3)cn1,9.02,CHEMBL5736185
CHEMBL5748747,C[C@@H]1COC(=O)N1c1cn2c(n1)-c1ccc(N[C@H](C(N)=O)C3CCC3)cc1OCC2,9.02,CHEMBL5736185
CHEMBL3769966,CC(C)n1ncnc1-c1cn2c(n1)-c1cnc(OCC(N)=O)cc1OCC2,9.05,CHEMBL3774221
CHEMBL5202964,C[C@H](Oc1ccc2c(c1)OCCn1cc(N3C(=O)OC[C@H]3C(F)F)nc1-2)C(N)=O,9.07,CHEMBL5153851
CHEMBL6037643,CC[C@@H](Oc1cc2c3c(c1)nc(-c1ccc4oc(N)nc4c1)n3CCCO2)C(N)=O,9.1,CHEMBL5731104
CHEMBL5185638,NC(=O)[C@@H]1CCCN1c1ccc2c(c1)OCCn1cc(N3C(=O)CC[C@H]3C(F)(F)F)nc1-2,9.1,CHEMBL5153851
CHEMBL5893688,C[C@@H](Oc1cc2c3c(c1)nc(-c1ccc4sc(N)nc4c1)n3CCCCO2)C(N)=O,9.12,CHEMBL5731104
CHEMBL5801988,COC[C@@H](Oc1cc2c3c(c1)nc(-c1ccc4nc(N)sc4n1)n3CCCCO2)C(N)=O,9.13,CHEMBL5731104
CHEMBL5812147,Cn1cc(-c2cc3c4c(c2)nc(-c2ccc5oc(N)nc5c2)n4CCCO3)cn1,9.13,CHEMBL5731104
CHEMBL5881181,NC(=O)[C@H](Oc1cc2c3c(c1)nc(-c1ccc(-c4ncn[nH]4)c(F)c1)n3CCCCO2)C1CC1,9.14,CHEMBL5731104
CHEMBL5988876,NC(=O)[C@@H](Nc1cc2c3c(c1)nc(-c1ccc4nc(N)nn4c1)n3CCCO2)C1CC1,9.14,CHEMBL5731104
CHEMBL5186223,CC(C)[C@H](Nc1ccc2c(c1)OCCn1cc(N3C(=O)OC[C@H]3C(F)(F)F)nc1-2)C(N)=O,9.16,CHEMBL5153851
CHEMBL5184370,CC1(C)C(=O)NC(=O)N1c1cn2c(n1)-c1ccc(N3CCC[C@H]3C(N)=O)cc1OCC2,9.17,CHEMBL5153851
CHEMBL6012040,Nc1nc2cc(-c3nc4cc(-c5cnn(CCO)c5)cc5c4n3CCCO5)ccc2o1,9.2,CHEMBL5731104
CHEMBL5907169,C[C@H]1CCN(c2cc3c4c(c2)nc(-c2ccc5oc(N)nc5c2)n4CCCCO3)[C@@H]1C(N)=O,9.2,CHEMBL5731104
CHEMBL5776641,NC(=O)[C@@H](Nc1cc2c3c(c1)nc(-c1ccc4nc(N)sc4c1)n3CCCO2)C1CC1,9.21,CHEMBL5731104
CHEMBL1796757,CN(C(=O)c1cc2c(s1)-c1ccc(-c3cn[nH]c3)cc1OCC2)c1ccccc1Cl,9.22,CHEMBL1798651
CHEMBL2017654,N#Cc1ccc(-c2c(-c3ncn[nH]3)sc(N3CCOCC3)c2C#N)c(F)c1,9.22,CHEMBL2020200
CHEMBL3218579,COc1ccc(C2=CC3C(C)=NC(N)=NC3N([C@H]3CC[C@H](OCCO)CC3)C2=O)cn1,9.24,CHEMBL3223603
CHEMBL6026953,C[C@@H](Nc1cc2c3c(c1)nc(-c1ccc4oc(N)nc4c1)n3CCCO2)C(N)=O,9.24,CHEMBL5731104
CHEMBL5919207,Nc1nc2cc(-c3nc4cc(N[C@H]5C[C@H](F)C5)cc5c4n3CCCO5)ccc2o1,9.25,CHEMBL5731104
CHEMBL6055974,CC(C)n1ncnc1-c1cn2c(n1)-c1ccc(O[C@@H](C(N)=O)C3CC3)cc1OCC2,9.25,CHEMBL5736185
CHEMBL5194906,C[C@@H]1COC(=O)N1c1cn2c(n1)-c1ccc(N3CCC[C@H]3C(N)=O)cc1OCC2,9.25,CHEMBL5153851
CHEMBL3769854,CC[C@H](Oc1ccc2c(c1)OCCn1cc(-c3ncnn3C(C)C)nc1-2)C(N)=O,9.3,CHEMBL3774221
CHEMBL1668264,COc1ccc(NC(=O)c2cc(C)cc3c(N)nc(C)nc23)cn1,9.3,CHEMBL1670738
CHEMBL1668269,Cc1ccc(NC(=O)c2cccc3c(N)nc(C)nc23)cn1,9.3,CHEMBL1670738
CHEMBL1668271,Cc1cc(C(=O)Nc2ccc(C)nc2)c2nc(C)nc(N)c2c1,9.3,CHEMBL1670738
CHEMBL5800103,NC(=O)[C@@H](Nc1cc2c3c(c1)nc(-c1ccc4sc(N)nc4c1)n3CCCO2)C1CC1,9.31,CHEMBL5731104
CHEMBL5967979,C[C@@H]1COC(=O)N1c1cn2c(n1)-c1ccc(N[C@H](C(N)=O)C3CC3)cc1OCC2,9.33,CHEMBL5736185
CHEMBL5204346,NC(=O)[C@@H]1CCCN1c1ccc2c(c1)OCCn1cc(N3CCn4nccc4C3=O)nc1-2,9.36,CHEMBL5153851
CHEMBL5890882,NC(=O)[C@@H](C1CC1)n1cc(-c2cc3c4c(c2)nc(-c2ccc5oc(N)nc5c2)n4CCCO3)cn1,9.36,CHEMBL5731104
CHEMBL5784355,CCn1ncnc1-c1cn2c(n1)-c1ccc(O[C@@H](C)C(N)=O)cc1OCC2,9.36,CHEMBL5736185
CHEMBL6017352,CCc1cc(-c2nc3cc(N[C@H](C(N)=O)C4CC4)cc4c3n2CCCO4)cc2nc(N)oc12,9.37,CHEMBL5731104
CHEMBL6005269,NC(=O)[C@@H](Nc1cc2c3c(c1)nc(-c1cc(F)c4nccnc4c1)n3CCCO2)C1CC1,9.37,CHEMBL5731104
CHEMBL5965456,NC(=O)[C@@H](Oc1cc2c3c(c1)nc(-c1cc(F)c4nc(N)sc4c1)n3CCO2)C1CC1,9.39,CHEMBL5731104
CHEMBL2387083,Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(CCO)c4)cc2OCC3)n(C(C)C)n1,9.4,CHEMBL2388269
CHEMBL1949915,CS(=O)(=O)N1CCC(Cc2cc3c(N4CCOCC4)nc(-c4cnc(N)nc4)nc3s2)CC1,9.4,CHEMBL1954960
CHEMBL6039197,NC(=O)[C@@H]1CCCN1c1cc2c3c(c1)nc(-c1ccc(-c4nc[nH]n4)cn1)n3CCCO2,9.41,CHEMBL5731104
CHEMBL5192172,NC(=O)[C@@H]1CCCN1c1ccc2c(c1)OCCn1cc(N3CC[C@H](O)C3=O)nc1-2,9.45,CHEMBL5153851
CHEMBL6006390,C[C@@H](Oc1cc2c3c(c1)nc(-c1cc(F)c4oc(N)nc4c1)n3CCCO2)C(N)=O,9.46,CHEMBL5731104
CHEMBL3771364,CC(C)n1ncnc1-c1cn2c(n1)-c1ccc(O[C@@H](C)C(N)=O)cc1OCC2,9.46,CHEMBL5153851
CHEMBL2017653,N#Cc1c(N2CCOCC2)sc(-c2ncn[nH]2)c1-c1ccc(Cl)cc1Cl,9.46,CHEMBL2020200
CHEMBL2386971,Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(C5CN(C(=O)[C@H](C)O)C5)c4)cc2OCC3)n(C(C)C)n1,9.47,CHEMBL2388269
CHEMBL5209238,NC(=O)[C@@H](Nc1ccc2c(c1)OCCn1cc(N3C(=O)OC[C@H]3C(F)(F)F)nc1-2)C1CCC1,9.49,CHEMBL5153851
CHEMBL5181675,NC(=O)[C@@H]1CCCN1c1ccc2c(c1)OCCn1cc(N3CCCOCC3=O)nc1-2,9.49,CHEMBL5153851
CHEMBL5901224,CNC(=O)C(C)(C)n1cc(-c2cc3c4c(c2)nc(-c2ccc5oc(N)nc5c2)n4CCCO3)cn1,9.5,CHEMBL5731104
CHEMBL5956434,COC[C@](C)(C(N)=O)n1cc(-c2cc3c4c(c2)nc(-c2ccc5oc(N)nc5c2)n4CCCO3)cn1,9.51,CHEMBL5731104
CHEMBL2387081,CC(C)n1ncnc1-c1cn2c(n1)-c1ccc(-c3cn[nH]c3)cc1OCC2,9.51,CHEMBL2388269
CHEMBL5796509,NC(=O)[C@H](C1CC1)n1cc(-c2cc3c4c(c2)nc(-c2ccc5oc(N)nc5c2)n4CCCO3)cn1,9.51,CHEMBL5731104
CHEMBL2387080,Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(C(C)(C)C(N)=O)c4)cc2OCC3)n(C(C)C)n1,9.52,CHEMBL3774221
CHEMBL1668277,Cc1cc(C(=O)Nc2cnc3[nH]ccc3c2)c2nc(C)nc(N)c2c1,9.52,CHEMBL1670738
CHEMBL3770140,CC(C)n1ncnc1-c1cn2c(n1)-c1ccc(OCC(N)=O)cc1OCC2,9.52,CHEMBL3774221
CHEMBL2386972,Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(CCN5CCOCC5)c4)cc2OCC3)n(C(C)C)n1,9.52,CHEMBL2388269
CHEMBL3770717,CC(C)n1ncnc1-c1cn2c(n1)-c1ccc(N3CCCC[C@H]3C(N)=O)cc1OCC2,9.52,CHEMBL3774221
CHEMBL5831727,CC[C@@H](C(N)=O)n1cc(-c2cc3c4c(c2)nc(-c2ccc5oc(N)nc5c2)n4CCCO3)cn1,9.53,CHEMBL5731104
CHEMBL2387082,Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(C)c4)cc2OCC3)n(C(C)C)n1,9.54,CHEMBL2388269
CHEMBL5209394,NC(=O)[C@@H]1[C@H](F)CCN1c1ccc2c(c1)OCCn1cc(N3C(=O)OC[C@H]3C(F)(F)F)nc1-2,9.54,CHEMBL5153851
CHEMBL5846719,NC(=O)[C@@H](Oc1cc2c3c(c1)nc(-c1ccc4oc(N)nc4c1)n3CCCO2)C1CC1,9.56,CHEMBL5731104
CHEMBL5848295,CC[C@H](Oc1cc2c3c(c1)nc(-c1ccc4oc(N)nc4c1)n3CCCO2)C(N)=O,9.57,CHEMBL5731104
CHEMBL5833717,NC(=O)[C@@H](Nc1cc2c3c(c1)nc(-c1ccn4ncnc4n1)n3CCCO2)C1CC1,9.58,CHEMBL5731104
CHEMBL5801484,NC(=O)[C@@H]1CCCN1c1cc2c3c(c1)nc(-c1ccc(-c4nc[nH]n4)c(Cl)c1)n3CCCO2,9.58,CHEMBL5731104
CHEMBL5935411,C[C@@H](C(N)=O)n1cc(-c2cc3c4c(c2)nc(-c2ccc5oc(N)nc5c2)n4CCCO3)cn1,9.62,CHEMBL5731104
CHEMBL5989537,NC(=O)[C@@H]1CCCN1c1cc2c3c(c1)nc(-c1ccc(-c4nc[nH]n4)cc1)n3CCCO2,9.62,CHEMBL5731104
CHEMBL6011590,C[C@@H]1Cn2c(-c3ccc4oc(N)nc4c3)nc3cc(O[C@@H](C)C(N)=O)cc(c32)O1,9.66,CHEMBL5731104
CHEMBL6024283,CC[C@H](C(N)=O)n1cc(-c2cc3c4c(c2)nc(-c2ccc5oc(N)nc5c2)n4CCCO3)cn1,9.67,CHEMBL5731104
CHEMBL6041840,C[C@H](Oc1cc2c3c(c1)nc(-c1cc4sc(N)nc4cc1F)n3CCCCO2)C(N)=O,9.68,CHEMBL5731104
CHEMBL5992179,NC(=O)[C@@H](Nc1cc2c3c(c1)nc(-c1cc(C(F)(F)F)c4oc(N)nc4c1)n3CCCO2)C1CC1,9.68,CHEMBL5731104
CHEMBL3770325,CC(C)n1ncnc1-c1cn2c(n1)-c1cnc(N(C)CC(N)=O)cc1OCC2,9.7,CHEMBL3774221
CHEMBL5894557,C[C@H](Oc1cc2c3c(c1)nc(-c1ccc4oc(N)nc4c1)n3CCCO2)C(N)=O,9.7,CHEMBL5731104
CHEMBL6042068,Cc1cc(-c2nc3cc(N[C@H](C(N)=O)C4CC4)cc4c3n2CCCO4)cc2nc(N)oc12,9.72,CHEMBL5731104
CHEMBL5171276,C[C@H](Oc1ccc2c(c1)OCCn1cc(-c3ncnn3CC(F)(F)F)nc1-2)C(N)=O,9.73,CHEMBL5153851
CHEMBL2387086,CC(C)n1ncnc1-c1cn2c(n1)-c1ccc(-c3cnn(CCO)c3)cc1OCC2,9.77,CHEMBL2388269
CHEMBL5832151,CO[C@@H]1CCN(c2cc3c4c(c2)nc(-c2ccc5oc(N)nc5c2)n4CCCCO3)[C@@H]1C(N)=O,9.77,CHEMBL5731104
CHEMBL5189517,CC[C@H](Nc1ccc2c(c1)OCCn1cc(N3C(=O)OC[C@H]3C(F)(F)F)nc1-2)C(N)=O,9.8,CHEMBL5153851
CHEMBL5202305,NC(=O)[C@@H]1CCCN1c1ccc2c(c1)OCCn1cc(N3C(=O)OC[C@H]3C(F)(F)F)nc1-2,9.82,CHEMBL5153851
CHEMBL5743605,NC(=O)[C@@H](Nc1cc2c3c(c1)nc(-c1ccc(-c4nc[nH]n4)cc1)n3CCCO2)C1CC1,9.82,CHEMBL5731104
CHEMBL6063447,C[C@@H](C(N)=O)N(C)c1cc2c3c(c1)nc(-c1ccc4nc(N)sc4c1)n3CCCCO2,9.83,CHEMBL5731104
CHEMBL2387079,CC(C)n1ncnc1-c1cn2c(n1)-c1ccc(-c3cnn(CC(C)(C)O)c3)cc1OCC2,9.85,CHEMBL2388269
CHEMBL5948863,C[C@H](C(N)=O)n1cc(-c2cc3c4c(c2)nc(-c2ccc5oc(N)nc5c2)n4CCCO3)cn1,9.85,CHEMBL5731104
CHEMBL2331664,Cc1ccc(-c2ccc3ncc4c(c3n2)n(C2CCN(C(=O)[C@H](C)O)CC2)c(=O)n4C)cn1,9.89,CHEMBL2346295
CHEMBL5756911,COC[C@@H](Oc1cc2c3c(c1)nc(-c1ccc4nc(N)sc4c1)n3CCCCO2)C(N)=O,9.9,CHEMBL5731104
CHEMBL6023867,COC[C@@](C)(C(N)=O)n1cc(-c2cc3c4c(c2)nc(-c2ccc5oc(N)nc5c2)n4CCCO3)cn1,9.92,CHEMBL5731104
CHEMBL5976976,CC(C)(C(N)=O)n1cc(-c2cc3c4c(c2)nc(-c2ccc5oc(N)nc5c2)n4CCCO3)cn1,9.93,CHEMBL5731104
CHEMBL5920405,C[C@H](Oc1cc2c3c(c1)nc(-c1ccc4sc(N)nc4c1)n3CCCCO2)C(N)=O,9.95,CHEMBL5731104
CHEMBL2386970,Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(C5CN(CCO)C5)c4)cc2OCC3)n(C(C)C)n1,9.96,CHEMBL2388269
CHEMBL5969740,C[C@H](Oc1cc2c3c(c1)nc(-c1ccc4oc(N)nc4n1)n3CCCO2)C(N)=O,9.97,CHEMBL5731104
CHEMBL5916419,CC(C)n1ncnc1-c1cn2c(n1)-c1ccc(N(C)[C@@H](C)C(N)=O)cc1OCC2,9.97,CHEMBL5736185
CHEMBL5182339,CC(C)n1nc(N)nc1-c1cn2c(n1)-c1ccc(O[C@@H](C)C(N)=O)cc1OCC2,9.97,CHEMBL5153851
CHEMBL5769900,NC(=O)[C@H](Oc1cc2c3c(c1)nc(-c1ccc4oc(N)nc4c1)n3CCCCO2)C1CC1,9.98,CHEMBL5731104
CHEMBL5860320,CC[C@H](C(N)=O)n1cc(-c2cc3c4c(c2)nc(-c2ccc5oc(N)nc5n2)n4CCCCO3)cn1,9.99,CHEMBL5731104
CHEMBL3770709,CC(C)n1ncnc1-c1cn2c(n1)-c1cnc(N3CCC[C@H]3C(N)=O)cc1OCC2,10.0,CHEMBL3774221
CHEMBL5182371,NC(=O)[C@@H](Nc1ccc2c(c1)OCCn1cc(N3C(=O)OC[C@H]3C(F)(F)F)nc1-2)C1CC1,10.0,CHEMBL5153851
CHEMBL3770306,CC(C)n1ncnc1-c1cn2c(n1)-c1ccc(N3CC[C@H]3C(N)=O)cc1OCC2,10.0,CHEMBL3774221
CHEMBL5750909,NC(=O)[C@H](Oc1cc2c3c(c1)nc(-c1cc(F)c4oc(N)nc4c1)n3CCCCO2)C1CC1,10.0,CHEMBL5731104
CHEMBL5181348,CO[C@@H]1CCN(c2ccc3c(c2)OCCn2cc(N4C(=O)OC[C@H]4C(F)(F)F)nc2-3)[C@@H]1C(N)=O,10.01,CHEMBL5153851
CHEMBL5829901,NC(=O)[C@@H](Nc1cc2c3c(c1)nc(-c1cc(Cl)c4oc(N)nc4c1)n3CCCO2)C1CC1,10.02,CHEMBL5731104
CHEMBL5205438,C[C@H](Nc1ccc2c(c1)OCCn1cc(N3C(=O)OC[C@H]3C(F)(F)F)nc1-2)C(N)=O,10.02,CHEMBL5153851
CHEMBL6034108,C[C@H](Oc1cc2c3c(c1)nc(-c1cc(F)c4oc(N)nc4c1)n3CCCO2)C(N)=O,10.05,CHEMBL5731104
CHEMBL5795361,NC(=O)[C@@H](Nc1cc2c3c(c1)nc(-c1ccc4oc(N)nc4c1)n3CCCO2)C1CC1,10.12,CHEMBL5731104
CHEMBL6017610,C[C@H](Oc1cc2c3c(c1)nc(-c1ccc4nc(N)sc4c1F)n3CCCCO2)C(N)=O,10.14,CHEMBL5731104
CHEMBL5909864,CC[C@@H](C(N)=O)n1cc(-c2cc3c4c(c2)nc(-c2ccc5nc(N)sc5n2)n4CCCCO3)cn1,10.15,CHEMBL5731104
CHEMBL5954637,NC(=O)[C@@H]1CCCN1c1cc2c3c(c1)nc(-c1ccc4oc(N)nc4c1)n3CCCO2,10.15,CHEMBL5731104
CHEMBL5831232,CC[C@H](C(N)=O)n1cc(-c2cc3c4c(c2)nc(-c2ccc5nc(N)sc5n2)n4CCCCO3)cn1,10.21,CHEMBL5731104
CHEMBL5209048,C[C@H](Oc1ccc2c(c1)OCCn1cc(-c3nc(CO)nn3CC(F)(F)F)nc1-2)C(N)=O,10.21,CHEMBL5153851
CHEMBL5996160,C[C@H](Oc1cc2c3c(c1)nc(-c1cc(F)c4sc(N)nc4c1)n3CCCCO2)C(N)=O,10.21,CHEMBL5731104
CHEMBL5196718,NC(=O)[C@@H](Nc1ccc2c(c1)OCCn1cc(N3C(=O)OC[C@H]3C(F)F)nc1-2)C1CC1,10.22,CHEMBL5153851
CHEMBL5776576,NC(=O)[C@@H](Nc1cc2c3c(c1)nc(-c1ccc4nc(N)cnc4c1)n3CCCO2)C1CC1,10.25,CHEMBL5731104
CHEMBL5209168,NC(=O)[C@@H]1CCCN1c1ccc2c(c1)OCCn1cc(N3C(=O)OC[C@H]3C(F)F)nc1-2,10.28,CHEMBL5153851
CHEMBL5955267,CC[C@H](Oc1cc2c3c(c1)nc(-c1cc(F)c(-c4ncn[nH]4)cc1F)n3CCCCO2)C(N)=O,10.28,CHEMBL5731104
CHEMBL5186155,NC(=O)[C@@H](Nc1ccc2c(c1)OCCn1cc(N3C(=O)OC[C@H]3CF)nc1-2)C1CC1,10.29,CHEMBL5153851
CHEMBL5764612,CC[C@H](Oc1cc2c3c(c1)nc(-c1cc(F)c4nc(N)sc4c1)n3CCCCO2)C(N)=O,10.31,CHEMBL5731104
CHEMBL5789652,CC[C@H](Nc1ccc2c(c1)OCCn1cc(N3C(=O)OC[C@H]3C(F)F)nc1-2)C(N)=O,10.32,CHEMBL5736185
CHEMBL6007757,CO[C@@H]1CCN(c2cc3c4c(c2)nc(-c2ccc5nc(N)sc5c2)n4CCCCO3)[C@@H]1C(N)=O,10.35,CHEMBL5731104
CHEMBL5824088,C[C@@H]1Cn2c(-c3ccc4oc(N)nc4c3)nc3cc(N[C@H](C(N)=O)C4CC4)cc(c32)O1,10.35,CHEMBL5731104
CHEMBL5198796,NC(=O)[C@@H]1CCCN1c1ccc2c(c1)OCCn1cc(N3C(=O)OC[C@H]3CF)nc1-2,10.37,CHEMBL5153851
CHEMBL5199631,CC(C)[C@@H]1COC(=O)N1c1cn2c(n1)-c1ccc(N3CCC[C@H]3C(N)=O)cc1OCC2,10.38,CHEMBL5153851
CHEMBL5916599,C[C@H](Nc1ccc2c(c1)OCCn1cc(N3C(=O)OC[C@H]3CF)nc1-2)C(N)=O,10.4,CHEMBL5736185
CHEMBL5940691,CC[C@@H](C(N)=O)n1cc(-c2cc3c4c(c2)nc(-c2ccc5oc(N)nc5n2)n4CCCCO3)cn1,10.42,CHEMBL5731104
CHEMBL5808916,NC(=O)[C@@H]1CCCN1c1cc2c3c(c1)nc(-c1ccc4nc(N)sc4c1)n3CCCCO2,10.46,CHEMBL5731104
CHEMBL4650215,C[C@H](Nc1ccc2c(c1)OCCn1cc(N3C(=O)OC[C@H]3C(F)F)nc1-2)C(N)=O,10.47,CHEMBL5153851
CHEMBL5930321,C[C@@H](Oc1cc2c3c(c1)nc(-c1ccc4oc(N)nc4c1)n3CCCCO2)C(N)=O,10.49,CHEMBL5731104
CHEMBL5957586,C[C@H](Nc1cc2c3c(c1)nc(-c1ccc4oc(N)nc4c1)n3CCCO2)C(N)=O,10.49,CHEMBL5731104
CHEMBL5925143,C[C@H](Oc1cc2c3c(c1)nc(-c1ccc4nc(N)sc4c1)n3CCCCO2)C(N)=O,10.52,CHEMBL5731104
CHEMBL5968296,C[C@@H](C(N)=O)N(C)c1cc2c3c(c1)nc(-c1ccc4oc(N)nc4c1F)n3CCCCO2,10.52,CHEMBL5731104
CHEMBL3770993,CC(C)n1ncnc1-c1cn2c(n1)-c1ccc(N3CCC[C@H]3C(N)=O)cc1OCC2,10.52,CHEMBL3774221
CHEMBL5845982,NC(=O)[C@@H](Oc1cc2c3c(c1)nc(-c1ccc4nc(N)sc4c1)n3CCCCO2)C1CC1,10.57,CHEMBL5731104
CHEMBL5855663,NC(=O)[C@@H]1CCCN1c1cc2c3c(nc(-c4ccc5oc(N)nc5c4)n3CCCO2)c1F,10.59,CHEMBL5731104
CHEMBL5208487,CC(C)n1nc(N)nc1-c1cn2c(n1)-c1ccc(N3CCC[C@H]3C(N)=O)cc1OCC2,10.59,CHEMBL5153851
CHEMBL5750027,Nc1nc2cc(-c3nc4c(F)c(N5CCC[C@H]5C(=O)F)cc5c4n3CCCCO5)ccc2o1,10.62,CHEMBL5731104
CHEMBL5867381,C[C@H](Oc1cc2c3c(c1)nc(-c1ccc4nc(N)nnc4c1)n3CCCCO2)C(N)=O,10.62,CHEMBL5731104
CHEMBL6019298,C[C@H](Nc1ccc2c(c1)OCCn1cc(-c3ncnn3CC(F)(F)F)nc1-2)C(N)=O,10.64,CHEMBL5736185
CHEMBL5778370,C[C@H](Oc1cc2c3c(c1)nc(-c1ccc(-c4ncn[nH]4)cc1F)n3CCCCO2)C(N)=O,10.66,CHEMBL5731104
CHEMBL5953956,CC[C@H](Oc1cc2c3c(c1)nc(-c1ccc(-c4nc[nH]n4)cc1)n3CCCCO2)C(N)=O,10.68,CHEMBL5731104
CHEMBL1236962,COc1ncc(-c2ccc3nccc(-c4ccnnc4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,10.7,CHEMBL5347393
